Approval (initials),Title,Slug,Status,Parent ID,SKU,Size,Visibility,Side,Product/Part Number,Hip Size,Upper Bar Thickness (mm),Depth (mm),Minimum Calf Size (in),Minimum Ankle Size (in),Length (in.),Length (mm),Minimum Patient Weight (kg),Maximum Patient Weight (kg),Patient Weight (kg),Build Height (inches),Build Height (mm.),Min. Distal Circumference (mm),Max Distal Circumference (mm),Min. Proximal Circumference (mm),Max Proximal Circumference (mm),Weight (oz.),Weight (g),Quantity,Width (in.),Width (mm),Height (in.),Height (mm),Weight Rating (lb.),Weight Limit (lbs.),Mount Height range (mm),Diameter (in.),Diameter (mm),Flexion,Material,Thread,Pyramid (mm),Pyramid Receiver (mm),Tube Clamp (mm),Through Hole,Plate Thickness (mm.),Socket Offset Distance (mm.),Compatible Foot,Categories,Tags,Colors,Attachments / Extras
,MCV Foot Shell,,,2060,45 29 13 13 3,29 cm,visible,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",13,
,MCV Foot Shell,,,2060,46 29 13 13 3,29 cm,visible,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",13,
,MCV Foot Shell,,,2060,45 30 13 13 3,30 cm,visible,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",13,
,MCV Foot Shell,,,2060,46 30 13 13 3,30 cm,visible,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",13,
,MCV Foot Shell,,,2060,45 22 13 99 3,22 cm,visible,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,46 22 13 99 3,22 cm,visible,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,45 23 13 99 3,23 cm,visible,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,46 23 13 99 3,23 cm,visible,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,45 24 13 99 3,24 cm,visible,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,46 24 13 99 3,24 cm,visible,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,45 25 13 99 3,25 cm,visible,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,46 25 13 99 3,25 cm,visible,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,45 26 13 99 3,26 cm,visible,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,46 26 13 99 3,26 cm,visible,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,45 27 13 99 3,27 cm,visible,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,46 27 13 99 3,27 cm,visible,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,45 28 13 99 3,28 cm,visible,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,58 28 13 99 3,28 cm,visible,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,45 29 13 99 3,29 cm,visible,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,46 29 13 99 3,29 cm,visible,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,45 30 13 99 3,30 cm,visible,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,MCV Foot Shell,,,2060,46 30 13 99 3,30 cm,visible,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",99,
,Ibex XD,,,2061,120-10-25-E8XD,25 cm,visible,,,,,,,,,,150,200,150-200 kg,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Ibex XD,,,2061,120-10-26-E8XD,26 cm,visible,,,,,,,,,,150,200,150-200 kg,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Ibex XD,,,2061,120-10-27-E9XD,27 cm,visible,,,,,,,,,,150,200,150-200 kg,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Ibex XD,,,2061,120-10-28-E9XD,28 cm,visible,,,,,,,,,,150,200,150-200 kg,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Ibex XD,,,2061,120-10-29-E9XD,29 cm,visible,,,,,,,,,,150,200,150-200 kg,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Ibex XD,,,2061,120-10-30-E9XD,30 cm,visible,,,,,,,,,,150,200,150-200 kg,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Aeris Activity,,,2066,131-10-22-B,22 cm,visible,,,,,,,,,,45,59,45-59 kg,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-22-C,22 cm,visible,,,,,,,,,,60,74,60-74 kg,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-22-D,22 cm,visible,,,,,,,,,,75,90,75-90 kg,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-22-E,22 cm,visible,,,,,,,,,,91,107,91-107 kg,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-22-F,22 cm,visible,,,,,,,,,,108,125,108-125 kg,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-23-B,23 cm,visible,,,,,,,,,,45,59,45-59 kg,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-23-C,23 cm,visible,,,,,,,,,,60,74,60-74 kg,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-23-D,23 cm,visible,,,,,,,,,,75,90,75-90 kg,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-23-E,23 cm,visible,,,,,,,,,,91,107,91-107 kg,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-23-F,23 cm,visible,,,,,,,,,,108,125,108-125 kg,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-24-B,24 cm,visible,,,,,,,,,,45,59,45-59 kg,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-24-C,24 cm,visible,,,,,,,,,,60,74,60-74 kg,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-24-D,24 cm,visible,,,,,,,,,,75,90,75-90 kg,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-24-E,24 cm,visible,,,,,,,,,,91,107,91-107 kg,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-24-F,24 cm,visible,,,,,,,,,,108,125,108-125 kg,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-25-D,25 cm,visible,,,,,,,,,,60,74,60-74 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-25-E,25 cm,visible,,,,,,,,,,75,90,75-90 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-25-F,25 cm,visible,,,,,,,,,,91,107,91-107 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-25-G,25 cm,visible,,,,,,,,,,108,125,108-125 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-26-D,26 cm,visible,,,,,,,,,,60,74,60-74 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-26-E,26 cm,visible,,,,,,,,,,75,90,75-90 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-26-F,26 cm,visible,,,,,,,,,,91,107,91-107 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-26-G,26 cm,visible,,,,,,,,,,108,125,108-125 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-27-E,27 cm,visible,,,,,,,,,,60,74,60-74 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-27-F,27 cm,visible,,,,,,,,,,75,90,75-90 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-27-G,27 cm,visible,,,,,,,,,,91,107,91-107 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-27-H,27 cm,visible,,,,,,,,,,108,125,108-125 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-28-E,28 cm,visible,,,,,,,,,,60,74,60-74 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-28-F,28 cm,visible,,,,,,,,,,75,90,75-90 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-28-G,28 cm,visible,,,,,,,,,,91,107,91-107 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-28-H,28 cm,visible,,,,,,,,,,108,125,108-125 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-29-G,29 cm,visible,,,,,,,,,,75,90,75-90 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-29-H,29 cm,visible,,,,,,,,,,91,107,91-107 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-29-H,29 cm,visible,,,,,,,,,,108,125,108-125 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-30-G,30 cm,visible,,,,,,,,,,75,90,75-90 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-30-H,30 cm,visible,,,,,,,,,,91,107,91-107 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Aeris Activity,,,2066,131-10-30-H,30 cm,visible,,,,,,,,,,108,125,108-125 kg,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
,Element DS,,,2068,105-10-22-A11R,22 cm,visible,,,,,,,,,,45,72,45-72 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-22-A22R,22 cm,visible,,,,,,,,,,73,81,73-81 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-22-A22B,22 cm,visible,,,,,,,,,,82,90,82-90 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-22-A32B,22 cm,visible,,,,,,,,,,91,102,91-102 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-23-A11R,23 cm,visible,,,,,,,,,,45,72,45-72 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-23-A22B,23 cm,visible,,,,,,,,,,73,90,73-90 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-23-A32K,23 cm,visible,,,,,,,,,,91,102,91-102 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-24-A11R,24 cm,visible,,,,,,,,,,45,72,45-72 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-24-A22B,24 cm,visible,,,,,,,,,,73,90,73-90 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-24-A32K,24 cm,visible,,,,,,,,,,91,102,91-102 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-25-A32R,25 cm,visible,,,,,,,,,,45,63,45-63 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-25-A32B,25 cm,visible,,,,,,,,,,64,72,64-72 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-25-A43B,25 cm,visible,,,,,,,,,,73,81,73-81 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-25-B43B,25 cm,visible,,,,,,,,,,82,90,82-90 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-25-B53K,25 cm,visible,,,,,,,,,,91,102,91-102 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-25-C54K,25 cm,visible,,,,,,,,,,102,113,102-113 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-25-C64K,25 cm,visible,,,,,,,,,,113,125,113-125 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-26-A32R,26 cm,visible,,,,,,,,,,45,54,45-54 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-26-A32B,26 cm,visible,,,,,,,,,,54,72,54-72 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-26-A43B,26 cm,visible,,,,,,,,,,73,81,73-81 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-26-B43K,26 cm,visible,,,,,,,,,,82,90,82-90 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-26-B53K,26 cm,visible,,,,,,,,,,91,102,91-102 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-26-C54K,26 cm,visible,,,,,,,,,,102,113,102-113 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-26-C64K,26 cm,visible,,,,,,,,,,113,125,113-125 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-27-A43B,27 cm,visible,,,,,,,,,,54,72,54-72 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-27-A43K,27 cm,visible,,,,,,,,,,73,81,73-81 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-27-B54K,27 cm,visible,,,,,,,,,,82,102,82-102 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-27-C65K,27 cm,visible,,,,,,,,,,102,125,102-125 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-28-A43B,28 cm,visible,,,,,,,,,,54,63,54-63 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-28-A43K,28 cm,visible,,,,,,,,,,64,81,64-81 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-28-B54K,28 cm,visible,,,,,,,,,,82,102,82-102 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-28-C65K,28 cm,visible,,,,,,,,,,102,125,102-125 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-29-C65K,29 cm,visible,,,,,,,,,,64,90,64-90 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-29-D75K,29 cm,visible,,,,,,,,,,91,125,91-125 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-30-C65K,30 cm,visible,,,,,,,,,,64,90,64-90 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element DS,,,2068,105-10-30-D75K,30 cm,visible,,,,,,,,,,91,125,91-125 kg,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-22-A11,22 cm,visible,,,,,,,,,,45,72,45-72 kg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-22-A22,22 cm,visible,,,,,,,,,,73,90,73-90 kg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-22-A32,22 cm,visible,,,,,,,,,,91,102,91-102 kg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-23-A11,23 cm,visible,,,,,,,,,,45,72,45-72 kg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-23-A22,23 cm,visible,,,,,,,,,,73,90,73-90 kg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-23-A32,23 cm,visible,,,,,,,,,,91,102,91-102 kg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-24-A11,24 cm,visible,,,,,,,,,,45,72,45-72 kg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-24-A22,24 cm,visible,,,,,,,,,,73,90,73-90 kg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-24-A32,24 cm,visible,,,,,,,,,,91,102,91-102 kg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-25-A32,25 cm,visible,,,,,,,,,,54,72,54-72 kg,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-25-A43,25 cm,visible,,,,,,,,,,73,90,73-90 kg,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-25-B54,25 cm,visible,,,,,,,,,,91,113,91-113 kg,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-25-C65,25 cm,visible,,,,,,,,,,113,136,113-136 kg,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-26-A32,26 cm,visible,,,,,,,,,,54,72,54-72 kg,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-26-A43,26 cm,visible,,,,,,,,,,73,90,73-90 kg,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-26-B54,26 cm,visible,,,,,,,,,,91,113,91-113 kg,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-26-C65,26 cm,visible,,,,,,,,,,113,136,113-136 kg,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-27-A43,27 cm,visible,,,,,,,,,,64,81,64-81 kg,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-27-B54,27 cm,visible,,,,,,,,,,82,102,82-102 kg,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-27-C65,27 cm,visible,,,,,,,,,,102,125,102-125 kg,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Element,,,2069,100-10-27-D65,27 cm,visible,,,,,,,,,,125,136,125-136 kg,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
